date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:10:59	2730/2730	---M--	200	added ('OK')	text/css	date:Mon,%2011%20Jan%202021%2014:11:41%20GMT	http://www.canadianchopinsociety.com/wp-content/plugins/wp-paginate/css/wp-paginate.css?ver=2.1.4	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-content/plugins/wp-paginate/css/wp-paginate6b25.css	(from http://www.canadianchopinsociety.com/)
09:11:00	3396/3396	---M--	200	added ('OK')	application/javascript	date:Fri,%2018%20Dec%202020%2023:17:15%20GMT	http://www.canadianchopinsociety.com/wp-content/plugins/contact-form-7-paypal-add-on/assets/js/redirect_method.js	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-content/plugins/contact-form-7-paypal-add-on/assets/js/redirect_method.js	(from http://www.canadianchopinsociety.com/)
09:11:01	11224/11224	---M--	200	added ('OK')	application/javascript	date:Fri,%2018%20Dec%202020%2023:16:44%20GMT	http://www.canadianchopinsociety.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from http://www.canadianchopinsociety.com/)
09:11:02	12959/12959	---M--	200	added ('OK')	application/javascript	date:Fri,%2018%20Dec%202020%2023:17:17%20GMT	http://www.canadianchopinsociety.com/wp-content/plugins/responsive-lightbox/assets/swipebox/jquery.swipebox.min.js?ver=2.3.1	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-content/plugins/responsive-lightbox/assets/swipebox/jquery.swipebox.min254d.js	(from http://www.canadianchopinsociety.com/)
09:11:04	25830/25830	---M--	200	added ('OK')	application/javascript	date:Fri,%2018%20Dec%202020%2023:17:17%20GMT	http://www.canadianchopinsociety.com/wp-content/plugins/responsive-lightbox/assets/infinitescroll/infinite-scroll.pkgd.min.js?ver=a31ba026e7c8f9162b6b559bfc2cd27d	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-content/plugins/responsive-lightbox/assets/infinitescroll/infinite-scroll.pkgd.min56cc.js	(from http://www.canadianchopinsociety.com/)
09:11:05	13426/13426	---MC-	200	added ('OK')	application/rss+xml	etag:%225907721d80323746441c3a2ced00d199%22	http://www.canadianchopinsociety.com/feed	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/feed	(from http://www.canadianchopinsociety.com/)
09:11:06	26957/26957	---M--	200	added ('OK')	application/javascript	date:Fri,%2018%20Dec%202020%2023:17:17%20GMT	http://www.canadianchopinsociety.com/wp-content/plugins/responsive-lightbox/js/front.js?ver=2.3.1	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-content/plugins/responsive-lightbox/js/front254d.js	(from http://www.canadianchopinsociety.com/)
09:11:06	4665/4665	---MC-	200	added ('OK')	application/json	date:Wed,%2007%20Jul%202021%2013:11:02%20GMT	http://www.canadianchopinsociety.com/wp-json/wp/v2/pages/162	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-json/wp/v2/pages/162.json	(from http://www.canadianchopinsociety.com/)
09:11:07	1045/1045	---M--	200	added ('OK')	application/xml	date:Mon,%2006%20Oct%202014%2017:03:29%20GMT	http://www.canadianchopinsociety.com/wp-includes/wlwmanifest.xml	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-includes/wlwmanifest.xml	(from http://www.canadianchopinsociety.com/)
09:11:07	882/882	---MC-	200	added ('OK')	text/xml	date:Wed,%2007%20Jul%202021%2013:11:04%20GMT	http://www.canadianchopinsociety.com/xmlrpc.php?rsd	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/xmlrpc0db0.php	(from http://www.canadianchopinsociety.com/)
09:11:08	2473/2473	---MC-	200	added ('OK')	application/json	date:Wed,%2007%20Jul%202021%2013:11:05%20GMT	http://www.canadianchopinsociety.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.canadianchopinsociety.com%2F	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-json/oembed/1.0/embed31d4.json	(from http://www.canadianchopinsociety.com/)
09:11:08	89496/89496	---M--	200	added ('OK')	application/javascript	date:Fri,%2018%20Dec%202020%2023:16:44%20GMT	http://www.canadianchopinsociety.com/wp-includes/js/jquery/jquery.min.js?ver=3.5.1	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-includes/js/jquery/jquery.min9d52.js	(from http://www.canadianchopinsociety.com/)
09:11:09	2564/2564	---MC-	200	added ('OK')	text/xml	date:Wed,%2007%20Jul%202021%2013:11:06%20GMT	http://www.canadianchopinsociety.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.canadianchopinsociety.com%2F&format=xml	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-json/oembed/1.0/embedd974	(from http://www.canadianchopinsociety.com/)
09:11:09	3299/3299	---M--	200	added ('OK')	application/javascript	date:Fri,%2018%20Dec%202020%2023:16:44%20GMT	http://www.canadianchopinsociety.com/wp-includes/js/tw-sack.min.js?ver=1.6.1	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-includes/js/tw-sack.min51a2.js	(from http://www.canadianchopinsociety.com/)
09:11:09	0/0	---M--	200	added ('OK')	text/javascript	date:Wed,%2007%20Jul%202021%2013:11:07%20GMT	http://www.canadianchopinsociety.com/?wordfence_lh=1&hid=C3DCA576138C870A1AED5B1CD6474020	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/index9fbb.html	(from http://www.canadianchopinsociety.com/)
09:11:12	10012/10012	---M--	200	added ('OK')	image/gif	date:Thu,%2003%20Jan%202013%2002:51:04%20GMT	http://www.canadianchopinsociety.com/core/images/logo.gif	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/core/images/logo.gif	(from http://www.canadianchopinsociety.com/)
09:11:12	2924/2924	---M--	200	added ('OK')	image/gif	date:Thu,%2003%20Jan%202013%2002:51:02%20GMT	http://www.canadianchopinsociety.com/core/images/fb.gif	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/core/images/fb.gif	(from http://www.canadianchopinsociety.com/)
09:11:14	103213/103213	---MC-	200	added ('OK')	application/json	date:Wed,%2007%20Jul%202021%2013:11:03%20GMT	http://www.canadianchopinsociety.com/wp-json/	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-json/index.html	(from http://www.canadianchopinsociety.com/)
09:11:14	2669/2669	---M--	200	added ('OK')	image/gif	date:Thu,%2003%20Jan%202013%2002:51:02%20GMT	http://www.canadianchopinsociety.com/core/images/blgr.gif	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/core/images/blgr.gif	(from http://www.canadianchopinsociety.com/)
09:11:23	36832/36832	---MC-	200	added ('OK')	text/html	date:Wed,%2007%20Jul%202021%2013:11:07%20GMT	http://www.canadianchopinsociety.com/sitemap	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/sitemap.html	(from http://www.canadianchopinsociety.com/)
09:11:23	29297/29297	---MC-	200	added ('OK')	text/html	date:Wed,%2007%20Jul%202021%2013:11:07%20GMT	http://www.canadianchopinsociety.com/contact	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/contact.html	(from http://www.canadianchopinsociety.com/)
09:11:24	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2007%20Jul%202021%2013:11:21%20GMT	http://www.canadianchopinsociety.com/chopin-society/who-we-are/	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/chopin-society/who-we-are/index.html	(from http://www.canadianchopinsociety.com/)
09:11:56	33018/33018	---MC-	200	added ('OK')	text/html	date:Wed,%2007%20Jul%202021%2013:11:21%20GMT	http://www.canadianchopinsociety.com/chopin-society/boards-and-committees	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/chopin-society/boards-and-committees.html	(from http://www.canadianchopinsociety.com/)
09:11:57	19960/19960	---MC-	200	added ('OK')	text/html	date:Wed,%2007%20Jul%202021%2013:11:10%20GMT	http://www.canadianchopinsociety.com/blog	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/blog.html	(from http://www.canadianchopinsociety.com/)
09:11:57	30971/30971	---MC-	200	added ('OK')	text/html	date:Wed,%2007%20Jul%202021%2013:11:22%20GMT	http://www.canadianchopinsociety.com/chopin-society/founding-circle	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/chopin-society/founding-circle.html	(from http://www.canadianchopinsociety.com/)
09:11:58	30474/30474	---MC-	200	added ('OK')	text/html	date:Wed,%2007%20Jul%202021%2013:11:13%20GMT	http://www.canadianchopinsociety.com/chopin-society/who-we-are	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/chopin-society/who-we-are.html	(from http://www.canadianchopinsociety.com/)
09:12:02	29792/29792	---MC-	200	added ('OK')	text/html	date:Wed,%2007%20Jul%202021%2013:11:55%20GMT	http://www.canadianchopinsociety.com/chopin-society/newsletters	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/chopin-society/newsletters.html	(from http://www.canadianchopinsociety.com/)
09:12:06	30378/30378	---MC-	200	added ('OK')	text/html	date:Wed,%2007%20Jul%202021%2013:11:55%20GMT	http://www.canadianchopinsociety.com/chopin-society/sponsors-and-partners	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/chopin-society/sponsors-and-partners.html	(from http://www.canadianchopinsociety.com/)
09:12:07	29248/29248	---MC-	200	added ('OK')	text/html	date:Wed,%2007%20Jul%202021%2013:11:56%20GMT	http://www.canadianchopinsociety.com/piano-competition	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/piano-competition.html	(from http://www.canadianchopinsociety.com/)
09:12:08	26565/26565	---MC-	200	added ('OK')	text/html	date:Wed,%2007%20Jul%202021%2013:11:57%20GMT	http://www.canadianchopinsociety.com/piano-competition/2019-competition	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/piano-competition/2019-competition.html	(from http://www.canadianchopinsociety.com/)
09:12:22	28721/28721	---MC-	200	added ('OK')	text/html	date:Wed,%2007%20Jul%202021%2013:12:00%20GMT	http://www.canadianchopinsociety.com/piano-competition/past-competitions	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/piano-competition/past-competitions.html	(from http://www.canadianchopinsociety.com/)
09:12:32	25975/25975	---MC-	200	added ('OK')	text/html	date:Wed,%2007%20Jul%202021%2013:12:04%20GMT	http://www.canadianchopinsociety.com/festival	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/festival.html	(from http://www.canadianchopinsociety.com/)
09:12:32	31993/31993	---MC-	200	added ('OK')	text/html	date:Wed,%2007%20Jul%202021%2013:12:05%20GMT	http://www.canadianchopinsociety.com/festival/2019-festival	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/festival/2019-festival.html	(from http://www.canadianchopinsociety.com/)
09:12:33	28142/28142	---MC-	200	added ('OK')	text/html	date:Wed,%2007%20Jul%202021%2013:12:06%20GMT	http://www.canadianchopinsociety.com/festival/2014-festival	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/festival/2014-festival.html	(from http://www.canadianchopinsociety.com/)
09:12:36	28047/28047	---MC-	200	added ('OK')	text/html	date:Wed,%2007%20Jul%202021%2013:12:20%20GMT	http://www.canadianchopinsociety.com/festival/2010-festival	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/festival/2010-festival.html	(from http://www.canadianchopinsociety.com/)
09:12:42	120285/120285	---M--	200	added ('OK')	image/jpeg	date:Wed,%2017%20Apr%202013%2020:17:52%20GMT	http://www.canadianchopinsociety.com/wp-content/uploads/2012/12/Main_Banner.jpg	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-content/uploads/2012/12/Main_Banner.jpg	(from http://www.canadianchopinsociety.com/)
09:12:49	99310/99310	---M--	200	added ('OK')	application/javascript	date:Fri,%2018%20Dec%202020%2023:16:44%20GMT	http://www.canadianchopinsociety.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=7.4.4	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-includes/js/dist/vendor/wp-polyfill.min89b1.js	(from http://www.canadianchopinsociety.com/)
09:12:49	7908/7908	---M--	200	added ('OK')	application/javascript	date:Wed,%2003%20Feb%202021%2023:19:40%20GMT	http://www.canadianchopinsociety.com/wp-includes/js/dist/vendor/wp-polyfill-fetch.min.js?ver=3.0.0	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-includes/js/dist/vendor/wp-polyfill-fetch.min6e0e.js	(from http://www.canadianchopinsociety.com/)
09:12:50	353/353	---M--	200	added ('OK')	application/javascript	date:Fri,%2026%20Jul%202019%2015:43:02%20GMT	http://www.canadianchopinsociety.com/wp-includes/js/dist/vendor/wp-polyfill-node-contains.min.js?ver=3.42.0	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-includes/js/dist/vendor/wp-polyfill-node-contains.min2e00.js	(from http://www.canadianchopinsociety.com/)
09:12:50	867/867	---M--	200	added ('OK')	application/javascript	date:Wed,%2003%20Feb%202021%2023:19:40%20GMT	http://www.canadianchopinsociety.com/wp-includes/js/dist/vendor/wp-polyfill-dom-rect.min.js?ver=3.42.0	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-includes/js/dist/vendor/wp-polyfill-dom-rect.min2e00.js	(from http://www.canadianchopinsociety.com/)
09:12:50	41582/41582	---MC-	200	added ('OK')	text/html	date:Wed,%2007%20Jul%202021%2013:12:31%20GMT	http://www.canadianchopinsociety.com/membership	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/membership.html	(from http://www.canadianchopinsociety.com/)
09:12:51	7165/7165	---M--	200	added ('OK')	application/javascript	date:Fri,%2026%20Jul%202019%2015:43:02%20GMT	http://www.canadianchopinsociety.com/wp-includes/js/dist/vendor/wp-polyfill-formdata.min.js?ver=3.0.12	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-includes/js/dist/vendor/wp-polyfill-formdata.mine9bd.js	(from http://www.canadianchopinsociety.com/)
09:12:52	417/417	---M--	200	added ('OK')	application/javascript	date:Fri,%2026%20Jul%202019%2015:43:02%20GMT	http://www.canadianchopinsociety.com/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min.js?ver=2.0.2	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min4c56.js	(from http://www.canadianchopinsociety.com/)
09:12:53	30595/30595	---MC-	200	added ('OK')	text/html	date:Wed,%2007%20Jul%202021%2013:12:30%20GMT	http://www.canadianchopinsociety.com/gallery	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/gallery.html	(from http://www.canadianchopinsociety.com/)
09:12:53	29765/29765	---MC-	200	added ('OK')	text/html	date:Wed,%2007%20Jul%202021%2013:12:32%20GMT	http://www.canadianchopinsociety.com/fryderyk-chopin	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/fryderyk-chopin.html	(from http://www.canadianchopinsociety.com/)
09:12:53	863/863	---M--	200	added ('OK')	application/javascript	date:Mon,%2031%20Dec%202012%2006:00:17%20GMT	http://www.canadianchopinsociety.com/wp-content/themes/chopin/js/navigation.js?ver=1.0	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-content/themes/chopin/js/navigation5152.js	(from http://www.canadianchopinsociety.com/)
09:12:54	13485/13485	---M--	200	added ('OK')	application/javascript	date:Mon,%2014%20Jun%202021%2013:48:56%20GMT	http://www.canadianchopinsociety.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.4.1	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-content/plugins/contact-form-7/includes/js/indexc225.js	(from http://www.canadianchopinsociety.com/)
09:12:54	47085/47085	---M--	200	added ('OK')	application/javascript	date:Fri,%2018%20Dec%202020%2023:16:44%20GMT	http://www.canadianchopinsociety.com/wp-includes/js/dist/vendor/wp-polyfill-url.min.js?ver=3.6.4	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-includes/js/dist/vendor/wp-polyfill-url.min5aed.js	(from http://www.canadianchopinsociety.com/)
09:12:54	4106/4106	---M--	200	added ('OK')	application/javascript	date:Mon,%2014%20Jun%202021%2013:48:56%20GMT	http://www.canadianchopinsociety.com/wp-content/plugins/contact-form-7/modules/recaptcha/index.js?ver=5.4.1	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-content/plugins/contact-form-7/modules/recaptcha/indexc225.js	(from http://www.canadianchopinsociety.com/)
09:12:54	884/884	---MC-	200	added ('OK')	text/javascript	date:Wed,%2007%20Jul%202021%2013:12:53%20GMT	https://www.google.com/recaptcha/api.js?render=6Lcp4LAUAAAAAAL0Hy_SaR3_oPt5uGza7St_OA0k&ver=3.0	C:/Users/konra/Downloads/CCS_old/www.google.com/recaptcha/api6c91.js	(from http://www.canadianchopinsociety.com/)
09:12:54	1426/1426	---M--	200	added ('OK')	application/javascript	date:Wed,%2003%20Feb%202021%2023:19:40%20GMT	http://www.canadianchopinsociety.com/wp-includes/js/wp-embed.min.js?ver=a31ba026e7c8f9162b6b559bfc2cd27d	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-includes/js/wp-embed.min56cc.js	(from http://www.canadianchopinsociety.com/)
09:12:55	2608/2608	---M--	200	added ('OK')	image/gif	date:Fri,%2018%20Dec%202020%2023:17:17%20GMT	http://www.canadianchopinsociety.com/wp-content/plugins/responsive-lightbox/assets/swipebox/img/loader.gif	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-content/plugins/responsive-lightbox/assets/swipebox/img/loader.gif	(from http://www.canadianchopinsociety.com/wp-content/plugins/responsive-lightbox/assets/swipebox/swipebox.min.css?ver=2.3.1)
09:12:55	729/729	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Dec%202020%2023:17:17%20GMT	http://www.canadianchopinsociety.com/wp-content/plugins/responsive-lightbox/assets/swipebox/img/icons.png	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/wp-content/plugins/responsive-lightbox/assets/swipebox/img/icons.png	(from http://www.canadianchopinsociety.com/wp-content/plugins/responsive-lightbox/assets/swipebox/swipebox.min.css?ver=2.3.1)
09:12:55	22014/22014	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2003%20Jan%202013%2002:51:06%20GMT	http://www.canadianchopinsociety.com/core/css/webfontkit/Cuprum-webfont.eot	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/core/css/webfontkit/Cuprum-webfont.eot	(from http://www.canadianchopinsociety.com/core/css/webkit.css?ver=1.0)
09:12:57	22809/22809	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Jan%202013%2002:51:06%20GMT	http://www.canadianchopinsociety.com/core/css/webfontkit/Cuprum-webfont.svg	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/core/css/webfontkit/Cuprum-webfont.svg	(from http://www.canadianchopinsociety.com/core/css/webkit.css?ver=1.0)
09:12:57	22014/22014	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2003%20Jan%202013%2002:51:06%20GMT	http://www.canadianchopinsociety.com/core/css/webfontkit/Cuprum-webfont.eot?	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/core/css/webfontkit/Cuprum-webfontd41d.eot	(from http://www.canadianchopinsociety.com/core/css/webkit.css?ver=1.0)
09:13:00	21780/21780	---M--	200	added ('OK')	font/ttf	date:Thu,%2003%20Jan%202013%2002:51:06%20GMT	http://www.canadianchopinsociety.com/core/css/webfontkit/Cuprum-webfont.ttf	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/core/css/webfontkit/Cuprum-webfont.ttf	(from http://www.canadianchopinsociety.com/core/css/webkit.css?ver=1.0)
09:13:01	111443/111443	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Jan%202013%2002:51:06%20GMT	http://www.canadianchopinsociety.com/core/css/webfontkit/cuprum-bold-webfont.svg	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/core/css/webfontkit/cuprum-bold-webfont.svg	(from http://www.canadianchopinsociety.com/core/css/webkit.css?ver=1.0)
09:13:06	46296/46296	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2003%20Jan%202013%2002:51:05%20GMT	http://www.canadianchopinsociety.com/core/css/webfontkit/cuprum-bold-webfont.eot	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/core/css/webfontkit/cuprum-bold-webfont.eot	(from http://www.canadianchopinsociety.com/core/css/webkit.css?ver=1.0)
09:13:07	46128/46128	---M--	200	added ('OK')	font/ttf	date:Thu,%2003%20Jan%202013%2002:51:06%20GMT	http://www.canadianchopinsociety.com/core/css/webfontkit/cuprum-bold-webfont.ttf	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/core/css/webfontkit/cuprum-bold-webfont.ttf	(from http://www.canadianchopinsociety.com/core/css/webkit.css?ver=1.0)
09:13:07	46296/46296	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2003%20Jan%202013%2002:51:05%20GMT	http://www.canadianchopinsociety.com/core/css/webfontkit/cuprum-bold-webfont.eot?	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/core/css/webfontkit/cuprum-bold-webfontd41d.eot	(from http://www.canadianchopinsociety.com/core/css/webkit.css?ver=1.0)
09:13:09	66899/66899	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Jan%202013%2002:51:07%20GMT	http://www.canadianchopinsociety.com/core/css/webfontkit/parisienneregular.svg	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/core/css/webfontkit/parisienneregular.svg	(from http://www.canadianchopinsociety.com/core/css/webkit.css?ver=1.0)
09:13:10	304/304	---M--	200	added ('OK')	image/gif	date:Thu,%2003%20Jan%202013%2002:51:02%20GMT	http://www.canadianchopinsociety.com/core/images/background-hp.gif	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/core/images/background-hp.gif	(from http://www.canadianchopinsociety.com/core/css/core.css?ver=1.0)
09:13:10	1050/1050	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Jan%202013%2002:51:05%20GMT	http://www.canadianchopinsociety.com/core/images/tp_nav_left.png	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/core/images/tp_nav_left.png	(from http://www.canadianchopinsociety.com/core/css/core.css?ver=1.0)
09:13:11	1049/1049	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Jan%202013%2002:51:05%20GMT	http://www.canadianchopinsociety.com/core/images/tp_nav_right.png	C:/Users/konra/Downloads/CCS_old/www.canadianchopinsociety.com/core/images/tp_nav_right.png	(from http://www.canadianchopinsociety.com/core/css/core.css?ver=1.0)
